date_str,source,url,themes,locations,persons,organizations,tone,translation_info,full_text
20260322180220,Messaggero Veneto Udine,https://www.messaggeroveneto.it/cronaca/affluenza-referendum-giustizia-udine-dati-centenari-voto-registri-genere-2026-wfknyer2,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260322142724,Cronachemaceratesi,https://www.cronachemaceratesi.it/2026/03/22/calcoli-sballati-per-le-indennita-ora-il-comune-chiede-indietro-i-soldi-ai-presidenti-del-consiglio/2048368/,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260322130520,Corriere,https://forumcorriere.corriere.it/cosi-e-la-vita/2026/03/22/per-gabriele-paradosso-demografico/,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260322125316,Sky Tg24,https://tg24.sky.it/mondo/2026/03/22/elezioni-presidenziali-congo-risultati,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260322100316,Quifinanza,https://quifinanza.it/lavoro/lavoro-italia-donne-migranti-imprese-settori/961149/,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260322091400,Torinotoday,https://www.torinotoday.it/benessere/salute/pronto-soccorso-mauriziano-codice-argento-anziani-fragili-.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260322084920,Il Gazzettino,https://www.ilgazzettino.it/nordest/primopiano/scuola_infortunni_denunce_casi_scale_palestra-9430491.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321234008,Il Mattino,https://www.ilmattino.it/napoli/cronaca/federico_ii_superstar_matricole_crescita_impegno_premiato-9430137.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321210002,Torino Cronaca,https://torinocronaca.it/news/torino/615858/torino-si-colora-di-giallo-in-centro-una-camminata-per-rompere-il-silenzio-sullendometriosi.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321171739,Corriere,https://www.corriere.it/buone-notizie/26_marzo_21/gli-studenti-e-la-sfida-sui-luoghi-del-futuro-piu-innovativi-e-solidali-240ea991-da41-45ea-ab58-07ae5b490xlk.shtml,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321162643,Newsicilia,https://newsicilia.it/catania/cronaca/catania-il-nuovo-pug-per-la-citta-entro-il-2026/1072680/,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321161212,Milanotoday,https://www.milanotoday.it/attualita/asili-bambini-perizie.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321145033,Notizie.it,https://www.notizie.it/professioni-de-luca-presidente-cno-consulenti-lavoro-contro-linverno-demografico-lavoro/,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321143930,Quotidiano Nazionale,https://www.quotidiano.net/video/lavoro-dini-centro-studi-consulenti-lavoro-territori-piu-attrattivi-contro-linverno-demografico-gzglp1gx,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321142110,Quotidiano Nazionale,https://www.quotidiano.net/video/professioni-de-luca-presidente-cno-consulenti-lavoro-contro-linverno-demografico-lavoro-femminile-e-servizi-pq8vbliy,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321132300,Il Tempo,https://www.iltempo.it/adnkronos/2026/03/21/news/lavoro-de-luca-cno-consulenti-lavoro-centrali-per-aziende-sfida-e-contrastare-inverno-demografico--46916698/,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321132300,Adnkronos,https://www.adnkronos.com/lavoro/lavoro-de-luca-cno-consulenti-lavoro-centrali-per-aziende-sfida-e-contrastare-inverno-demografico_5hNsLAHYbbu4GSSor22eyZ,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321132300,Ildenaro,https://www.ildenaro.it/lavoro-de-luca-cno-consulenti-lavoro-centrali-per-aziende-sfida-e-contrastare-inverno-demografico/,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321100412,Varese News,https://www.varesenews.it/2026/03/prevenzione-linvestimento-che-rende-cosi-cambia-la-sostenibilita-della-sanita/2524561/,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321091325,Napolitoday,https://www.napolitoday.it/politica/vannacci-futuro-nazionale-video-napoli.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321085401,Insideover,https://it.insideover.com/societa/la-vita-prima-del-lavoro-gli-italiani-sempre-piu-stanchi-di-posti-alienanti-e-sottopagati.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260321073102,Internazionale,https://www.internazionale.it/notizie/francesca-sibani/2026/03/21/aliko-dangote-nigeria,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
